purchase_id,ingredient_id,branch_id,quantity,unit_cost_real,supplier_name,purchased_at
2005,7,2,154.6,6.38,Insumos Generales Toluca,2025-09-22 08:00:00
2006,8,2,440.5,4.7,Panificadora San José,2025-09-22 08:00:00
2007,9,2,24.93,151.1,Carnes Selectas,2025-09-22 08:00:00
2008,10,2,19.52,156.83,Lácteos del Valle,2025-09-22 08:00:00
2009,11,2,314.82,13.18,Panificadora San José,2025-09-22 08:00:00
2010,12,2,16.35,141.42,Lácteos del Valle,2025-09-22 08:00:00
2011,13,2,313.71,1.79,Insumos Generales Toluca,2025-09-22 08:00:00
2012,14,2,36.36,57.67,Insumos Generales Toluca,2025-09-22 08:00:00
2013,15,2,3225.34,1.24,Empaques y Desechables MX,2025-09-22 08:00:00
2014,16,2,3124.34,1.64,Empaques y Desechables MX,2025-09-22 08:00:00
2015,17,2,3373.36,0.81,Empaques y Desechables MX,2025-09-22 08:00:00
2016,18,2,34.17,25.19,Insumos Generales Toluca,2025-09-22 08:00:00
2017,1,1,15.49,236.04,Café Origen SA,2025-09-29 08:00:00
2018,2,1,268.67,25.02,Lácteos del Valle,2025-09-29 08:00:00
2019,3,1,53.5,48.71,Lácteos del Valle,2025-09-29 08:00:00
2020,4,1,4767.61,0.4,Distribuidora Sabores MX,2025-09-29 08:00:00
2021,5,1,4262.94,0.38,Distribuidora Sabores MX,2025-09-29 08:00:00
2022,6,1,14.88,206.94,Distribuidora Sabores MX,2025-09-29 08:00:00
2023,7,1,207.91,6.7,Insumos Generales Toluca,2025-09-29 08:00:00
2024,8,1,311.44,4.43,Panificadora San José,2025-09-29 08:00:00
2025,9,1,26.1,140.83,Carnes Selectas,2025-09-29 08:00:00
2026,10,1,24.66,162.63,Lácteos del Valle,2025-09-29 08:00:00
2027,11,1,323.99,13.56,Panificadora San José,2025-09-29 08:00:00
2028,12,1,13.77,145.3,Lácteos del Valle,2025-09-29 08:00:00
2029,13,1,477.44,1.87,Insumos Generales Toluca,2025-09-29 08:00:00
2030,14,1,47.05,55.47,Insumos Generales Toluca,2025-09-29 08:00:00
2031,15,1,3131.06,1.27,Empaques y Desechables MX,2025-09-29 08:00:00
2032,16,1,2644.14,1.52,Empaques y Desechables MX,2025-09-29 08:00:00
2033,17,1,3537.1,0.81,Empaques y Desechables MX,2025-09-29 08:00:00
2034,18,1,36.82,23.11,Insumos Generales Toluca,2025-09-29 08:00:00
2035,1,2,21.86,227.59,Café Origen SA,2025-09-29 08:00:00
2036,2,2,337.46,27.43,Lácteos del Valle,2025-09-29 08:00:00
2037,3,2,54.18,50.84,Lácteos del Valle,2025-09-29 08:00:00
2038,4,2,4063.16,0.38,Distribuidora Sabores MX,2025-09-29 08:00:00
2039,5,2,3630.66,0.39,Distribuidora Sabores MX,2025-09-29 08:00:00
2040,6,2,18.72,203.23,Distribuidora Sabores MX,2025-09-29 08:00:00
2041,7,2,213.88,6.43,Insumos Generales Toluca,2025-09-29 08:00:00
2042,8,2,477.8,4.7,Panificadora San José,2025-09-29 08:00:00
2043,9,2,26.06,149.51,Carnes Selectas,2025-09-29 08:00:00
2044,10,2,18.83,165.52,Lácteos del Valle,2025-09-29 08:00:00
2045,11,2,293.29,12.35,Panificadora San José,2025-09-29 08:00:00
2046,12,2,13.05,139.95,Lácteos del Valle,2025-09-29 08:00:00
2047,13,2,628.11,1.91,Insumos Generales Toluca,2025-09-29 08:00:00
2048,14,2,50.2,57.72,Insumos Generales Toluca,2025-09-29 08:00:00
2049,15,2,2302.29,1.26,Empaques y Desechables MX,2025-09-29 08:00:00
2050,16,2,3272.05,1.69,Empaques y Desechables MX,2025-09-29 08:00:00
2051,17,2,2267.92,0.8,Empaques y Desechables MX,2025-09-29 08:00:00
2052,18,2,41.41,25.53,Insumos Generales Toluca,2025-09-29 08:00:00
2053,1,1,28.36,237.69,Café Origen SA,2025-10-06 08:00:00
2054,2,1,245.94,26.0,Lácteos del Valle,2025-10-06 08:00:00
2055,3,1,47.3,46.6,Lácteos del Valle,2025-10-06 08:00:00
2056,4,1,3781.82,0.38,Distribuidora Sabores MX,2025-10-06 08:00:00
2057,5,1,4241.16,0.37,Distribuidora Sabores MX,2025-10-06 08:00:00
2058,6,1,15.84,190.54,Distribuidora Sabores MX,2025-10-06 08:00:00
2059,7,1,271.21,6.33,Insumos Generales Toluca,2025-10-06 08:00:00
2060,8,1,453.7,5.09,Panificadora San José,2025-10-06 08:00:00
2061,9,1,27.15,141.91,Carnes Selectas,2025-10-06 08:00:00
2062,10,1,17.11,170.3,Lácteos del Valle,2025-10-06 08:00:00
2063,11,1,261.73,12.87,Panificadora San José,2025-10-06 08:00:00
2064,12,1,17.22,142.58,Lácteos del Valle,2025-10-06 08:00:00
2065,13,1,546.38,2.12,Insumos Generales Toluca,2025-10-06 08:00:00
2066,14,1,50.63,58.85,Insumos Generales Toluca,2025-10-06 08:00:00
2067,15,1,3048.74,1.24,Empaques y Desechables MX,2025-10-06 08:00:00
2068,16,1,2638.45,1.6,Empaques y Desechables MX,2025-10-06 08:00:00
2069,17,1,3476.06,0.86,Empaques y Desechables MX,2025-10-06 08:00:00
2070,18,1,36.82,22.72,Insumos Generales Toluca,2025-10-06 08:00:00
2071,1,2,21.59,244.23,Café Origen SA,2025-10-06 08:00:00
2072,2,2,313.78,26.7,Lácteos del Valle,2025-10-06 08:00:00
2073,3,2,57.27,50.85,Lácteos del Valle,2025-10-06 08:00:00
2074,4,2,3986.7,0.37,Distribuidora Sabores MX,2025-10-06 08:00:00
2075,5,2,3300.72,0.35,Distribuidora Sabores MX,2025-10-06 08:00:00
2076,6,2,18.8,190.05,Distribuidora Sabores MX,2025-10-06 08:00:00
2077,7,2,226.34,6.49,Insumos Generales Toluca,2025-10-06 08:00:00
2078,8,2,466.46,4.94,Panificadora San José,2025-10-06 08:00:00
2079,9,2,31.14,149.84,Carnes Selectas,2025-10-06 08:00:00
2080,10,2,19.6,153.02,Lácteos del Valle,2025-10-06 08:00:00
2081,11,2,305.15,12.15,Panificadora San José,2025-10-06 08:00:00
2082,12,2,18.47,143.3,Lácteos del Valle,2025-10-06 08:00:00
2083,13,2,449.9,1.78,Insumos Generales Toluca,2025-10-06 08:00:00
2084,14,2,51.54,56.58,Insumos Generales Toluca,2025-10-06 08:00:00
2085,15,2,3238.76,1.31,Empaques y Desechables MX,2025-10-06 08:00:00
2086,16,2,3281.11,1.54,Empaques y Desechables MX,2025-10-06 08:00:00
2087,17,2,3441.36,0.86,Empaques y Desechables MX,2025-10-06 08:00:00
2088,18,2,28.96,21.92,Insumos Generales Toluca,2025-10-06 08:00:00
2089,1,1,27.38,235.42,Café Origen SA,2025-10-13 08:00:00
2090,2,1,244.79,24.84,Lácteos del Valle,2025-10-13 08:00:00
2091,3,1,58.44,47.4,Lácteos del Valle,2025-10-13 08:00:00
2092,4,1,3494.35,0.34,Distribuidora Sabores MX,2025-10-13 08:00:00
2093,5,1,5375.11,0.32,Distribuidora Sabores MX,2025-10-13 08:00:00
2094,6,1,16.89,205.96,Distribuidora Sabores MX,2025-10-13 08:00:00
2095,7,1,183.37,6.46,Insumos Generales Toluca,2025-10-13 08:00:00
2096,8,1,416.36,5.16,Panificadora San José,2025-10-13 08:00:00
2097,9,1,22.95,154.7,Carnes Selectas,2025-10-13 08:00:00
2098,10,1,19.01,170.08,Lácteos del Valle,2025-10-13 08:00:00
2099,11,1,328.74,12.72,Panificadora San José,2025-10-13 08:00:00
2100,12,1,14.63,137.7,Lácteos del Valle,2025-10-13 08:00:00
2101,13,1,436.69,1.9,Insumos Generales Toluca,2025-10-13 08:00:00
2102,14,1,33.45,61.77,Insumos Generales Toluca,2025-10-13 08:00:00
2103,15,1,2599.38,1.31,Empaques y Desechables MX,2025-10-13 08:00:00
2104,16,1,3088.66,1.6,Empaques y Desechables MX,2025-10-13 08:00:00
2105,17,1,3063.48,0.83,Empaques y Desechables MX,2025-10-13 08:00:00
2106,18,1,38.23,23.9,Insumos Generales Toluca,2025-10-13 08:00:00
2107,1,2,28.66,241.09,Café Origen SA,2025-10-13 08:00:00
2108,2,2,260.4,25.33,Lácteos del Valle,2025-10-13 08:00:00
2109,3,2,55.68,47.1,Lácteos del Valle,2025-10-13 08:00:00
2110,4,2,4148.93,0.39,Distribuidora Sabores MX,2025-10-13 08:00:00
2111,5,2,2944.66,0.37,Distribuidora Sabores MX,2025-10-13 08:00:00
2112,6,2,12.56,189.85,Distribuidora Sabores MX,2025-10-13 08:00:00
2113,7,2,238.49,6.3,Insumos Generales Toluca,2025-10-13 08:00:00
2114,8,2,401.81,4.66,Panificadora San José,2025-10-13 08:00:00
2115,9,2,20.92,138.15,Carnes Selectas,2025-10-13 08:00:00
2116,10,2,21.2,163.55,Lácteos del Valle,2025-10-13 08:00:00
2117,11,2,302.64,12.91,Panificadora San José,2025-10-13 08:00:00
2118,12,2,16.71,135.45,Lácteos del Valle,2025-10-13 08:00:00
2119,13,2,487.2,1.85,Insumos Generales Toluca,2025-10-13 08:00:00
2120,14,2,46.65,64.78,Insumos Generales Toluca,2025-10-13 08:00:00
2121,15,2,3618.47,1.35,Empaques y Desechables MX,2025-10-13 08:00:00
2122,16,2,3275.27,1.59,Empaques y Desechables MX,2025-10-13 08:00:00
2123,17,2,3166.58,0.81,Empaques y Desechables MX,2025-10-13 08:00:00
2124,18,2,40.97,23.37,Insumos Generales Toluca,2025-10-13 08:00:00
2125,1,1,28.38,228.34,Café Origen SA,2025-10-20 08:00:00
2126,2,1,323.58,24.84,Lácteos del Valle,2025-10-20 08:00:00
2127,3,1,62.31,47.99,Lácteos del Valle,2025-10-20 08:00:00
2128,4,1,4532.6,0.35,Distribuidora Sabores MX,2025-10-20 08:00:00
2129,5,1,5063.5,0.34,Distribuidora Sabores MX,2025-10-20 08:00:00
2130,6,1,14.15,206.25,Distribuidora Sabores MX,2025-10-20 08:00:00
2131,7,1,163.38,6.53,Insumos Generales Toluca,2025-10-20 08:00:00
2132,8,1,462.88,4.87,Panificadora San José,2025-10-20 08:00:00
2133,9,1,24.17,146.64,Carnes Selectas,2025-10-20 08:00:00
2134,10,1,18.19,163.69,Lácteos del Valle,2025-10-20 08:00:00
2135,11,1,278.19,12.53,Panificadora San José,2025-10-20 08:00:00
2136,12,1,12.61,133.71,Lácteos del Valle,2025-10-20 08:00:00
2137,13,1,419.83,1.77,Insumos Generales Toluca,2025-10-20 08:00:00
2138,14,1,35.88,59.31,Insumos Generales Toluca,2025-10-20 08:00:00
2139,15,1,3427.56,1.3,Empaques y Desechables MX,2025-10-20 08:00:00
2140,16,1,3003.95,1.65,Empaques y Desechables MX,2025-10-20 08:00:00
2141,17,1,3113.17,0.81,Empaques y Desechables MX,2025-10-20 08:00:00
2142,18,1,48.71,23.28,Insumos Generales Toluca,2025-10-20 08:00:00
2143,1,2,25.97,222.65,Café Origen SA,2025-10-20 08:00:00
2144,2,2,238.92,26.44,Lácteos del Valle,2025-10-20 08:00:00
2145,3,2,64.63,50.39,Lácteos del Valle,2025-10-20 08:00:00
2146,4,2,4779.57,0.39,Distribuidora Sabores MX,2025-10-20 08:00:00
2147,5,2,4246.0,0.34,Distribuidora Sabores MX,2025-10-20 08:00:00
2148,6,2,17.48,192.07,Distribuidora Sabores MX,2025-10-20 08:00:00
2149,7,2,162.8,6.18,Insumos Generales Toluca,2025-10-20 08:00:00
2150,8,2,299.32,4.8,Panificadora San José,2025-10-20 08:00:00
2151,9,2,24.14,146.55,Carnes Selectas,2025-10-20 08:00:00
2152,10,2,20.0,163.77,Lácteos del Valle,2025-10-20 08:00:00
2153,11,2,397.16,12.6,Panificadora San José,2025-10-20 08:00:00
2154,12,2,17.68,144.49,Lácteos del Valle,2025-10-20 08:00:00
2155,13,2,493.69,1.89,Insumos Generales Toluca,2025-10-20 08:00:00
2156,14,2,44.4,55.55,Insumos Generales Toluca,2025-10-20 08:00:00
2157,15,2,4033.18,1.32,Empaques y Desechables MX,2025-10-20 08:00:00
2158,16,2,3184.16,1.54,Empaques y Desechables MX,2025-10-20 08:00:00
2159,17,2,2796.6,0.86,Empaques y Desechables MX,2025-10-20 08:00:00
2160,18,2,31.38,23.74,Insumos Generales Toluca,2025-10-20 08:00:00
2161,1,1,19.7,221.71,Café Origen SA,2025-10-27 08:00:00
2162,2,1,255.37,25.71,Lácteos del Valle,2025-10-27 08:00:00
2163,3,1,41.9,48.08,Lácteos del Valle,2025-10-27 08:00:00
2164,4,1,4503.85,0.38,Distribuidora Sabores MX,2025-10-27 08:00:00
2165,5,1,5499.81,0.39,Distribuidora Sabores MX,2025-10-27 08:00:00
2166,6,1,11.28,195.79,Distribuidora Sabores MX,2025-10-27 08:00:00
2167,7,1,163.85,6.36,Insumos Generales Toluca,2025-10-27 08:00:00
2168,8,1,432.26,4.85,Panificadora San José,2025-10-27 08:00:00
2169,9,1,26.95,162.39,Carnes Selectas,2025-10-27 08:00:00
2170,10,1,22.76,171.01,Lácteos del Valle,2025-10-27 08:00:00
2171,11,1,266.08,13.25,Panificadora San José,2025-10-27 08:00:00
2172,12,1,18.97,151.49,Lácteos del Valle,2025-10-27 08:00:00
2173,13,1,437.82,1.97,Insumos Generales Toluca,2025-10-27 08:00:00
2174,14,1,39.43,60.23,Insumos Generales Toluca,2025-10-27 08:00:00
2175,15,1,2206.14,1.27,Empaques y Desechables MX,2025-10-27 08:00:00
2176,16,1,2936.3,1.56,Empaques y Desechables MX,2025-10-27 08:00:00
2177,17,1,3268.59,0.83,Empaques y Desechables MX,2025-10-27 08:00:00
2178,18,1,37.45,23.82,Insumos Generales Toluca,2025-10-27 08:00:00
2179,1,2,23.82,252.45,Café Origen SA,2025-10-27 08:00:00
2180,2,2,202.74,26.02,Lácteos del Valle,2025-10-27 08:00:00
2181,3,2,58.4,49.42,Lácteos del Valle,2025-10-27 08:00:00
2182,4,2,4646.49,0.38,Distribuidora Sabores MX,2025-10-27 08:00:00
2183,5,2,3394.17,0.38,Distribuidora Sabores MX,2025-10-27 08:00:00
2184,6,2,19.38,188.3,Distribuidora Sabores MX,2025-10-27 08:00:00
2185,7,2,196.34,7.05,Insumos Generales Toluca,2025-10-27 08:00:00
2186,8,2,305.62,4.84,Panificadora San José,2025-10-27 08:00:00
2187,9,2,21.63,153.2,Carnes Selectas,2025-10-27 08:00:00
2188,10,2,21.39,173.38,Lácteos del Valle,2025-10-27 08:00:00
2189,11,2,309.83,13.72,Panificadora San José,2025-10-27 08:00:00
2190,12,2,12.31,137.19,Lácteos del Valle,2025-10-27 08:00:00
2191,13,2,381.78,1.92,Insumos Generales Toluca,2025-10-27 08:00:00
2192,14,2,40.58,56.74,Insumos Generales Toluca,2025-10-27 08:00:00
2193,15,2,2651.9,1.29,Empaques y Desechables MX,2025-10-27 08:00:00
2194,16,2,3903.62,1.5,Empaques y Desechables MX,2025-10-27 08:00:00
2195,17,2,2352.11,0.81,Empaques y Desechables MX,2025-10-27 08:00:00
2196,18,2,30.0,22.05,Insumos Generales Toluca,2025-10-27 08:00:00
2197,1,1,23.19,234.27,Café Origen SA,2025-11-03 08:00:00
2198,2,1,303.92,27.77,Lácteos del Valle,2025-11-03 08:00:00
2199,3,1,56.39,46.86,Lácteos del Valle,2025-11-03 08:00:00
2200,4,1,3647.24,0.39,Distribuidora Sabores MX,2025-11-03 08:00:00
2201,5,1,4054.14,0.38,Distribuidora Sabores MX,2025-11-03 08:00:00
2202,6,1,15.13,186.28,Distribuidora Sabores MX,2025-11-03 08:00:00
2203,7,1,236.91,6.56,Insumos Generales Toluca,2025-11-03 08:00:00
2204,8,1,337.06,4.89,Panificadora San José,2025-11-03 08:00:00
2205,9,1,19.78,157.0,Carnes Selectas,2025-11-03 08:00:00
2206,10,1,21.79,160.04,Lácteos del Valle,2025-11-03 08:00:00
2207,11,1,257.28,13.11,Panificadora San José,2025-11-03 08:00:00
2208,12,1,14.53,131.19,Lácteos del Valle,2025-11-03 08:00:00
2209,13,1,452.21,2.08,Insumos Generales Toluca,2025-11-03 08:00:00
2210,14,1,44.6,58.94,Insumos Generales Toluca,2025-11-03 08:00:00
2211,15,1,2475.79,1.28,Empaques y Desechables MX,2025-11-03 08:00:00
2212,16,1,3351.05,1.58,Empaques y Desechables MX,2025-11-03 08:00:00
2213,17,1,3384.09,0.91,Empaques y Desechables MX,2025-11-03 08:00:00
2214,18,1,43.98,22.27,Insumos Generales Toluca,2025-11-03 08:00:00
2215,1,2,20.57,216.76,Café Origen SA,2025-11-03 08:00:00
2216,2,2,306.29,26.55,Lácteos del Valle,2025-11-03 08:00:00
2217,3,2,74.01,48.2,Lácteos del Valle,2025-11-03 08:00:00
2218,4,2,5118.4,0.39,Distribuidora Sabores MX,2025-11-03 08:00:00
2219,5,2,4233.28,0.38,Distribuidora Sabores MX,2025-11-03 08:00:00
2220,6,2,12.87,188.7,Distribuidora Sabores MX,2025-11-03 08:00:00
2221,7,2,132.61,6.47,Insumos Generales Toluca,2025-11-03 08:00:00
2222,8,2,442.46,5.17,Panificadora San José,2025-11-03 08:00:00
2223,9,2,23.08,143.69,Carnes Selectas,2025-11-03 08:00:00
2224,10,2,20.42,180.99,Lácteos del Valle,2025-11-03 08:00:00
2225,11,2,279.72,11.92,Panificadora San José,2025-11-03 08:00:00
2226,12,2,12.29,150.35,Lácteos del Valle,2025-11-03 08:00:00
2227,13,2,499.27,1.92,Insumos Generales Toluca,2025-11-03 08:00:00
2228,14,2,36.3,62.1,Insumos Generales Toluca,2025-11-03 08:00:00
2229,15,2,2888.71,1.3,Empaques y Desechables MX,2025-11-03 08:00:00
2230,16,2,2648.41,1.68,Empaques y Desechables MX,2025-11-03 08:00:00
2231,17,2,2523.58,0.78,Empaques y Desechables MX,2025-11-03 08:00:00
2232,18,2,49.37,22.23,Insumos Generales Toluca,2025-11-03 08:00:00
2233,1,1,25.37,227.02,Café Origen SA,2025-11-10 08:00:00
2234,2,1,279.86,26.39,Lácteos del Valle,2025-11-10 08:00:00
2235,3,1,64.44,48.92,Lácteos del Valle,2025-11-10 08:00:00
2236,4,1,3802.34,0.38,Distribuidora Sabores MX,2025-11-10 08:00:00
2237,5,1,4387.69,0.35,Distribuidora Sabores MX,2025-11-10 08:00:00
2238,6,1,13.27,210.51,Distribuidora Sabores MX,2025-11-10 08:00:00
2239,7,1,225.02,6.77,Insumos Generales Toluca,2025-11-10 08:00:00
2240,8,1,451.88,5.03,Panificadora San José,2025-11-10 08:00:00
2241,9,1,27.33,149.68,Carnes Selectas,2025-11-10 08:00:00
2242,10,1,16.29,172.19,Lácteos del Valle,2025-11-10 08:00:00
2243,11,1,231.63,12.92,Panificadora San José,2025-11-10 08:00:00
2244,12,1,14.44,138.93,Lácteos del Valle,2025-11-10 08:00:00
2245,13,1,368.52,1.96,Insumos Generales Toluca,2025-11-10 08:00:00
2246,14,1,48.06,61.07,Insumos Generales Toluca,2025-11-10 08:00:00
2247,15,1,3312.36,1.32,Empaques y Desechables MX,2025-11-10 08:00:00
2248,16,1,2891.19,1.62,Empaques y Desechables MX,2025-11-10 08:00:00
2249,17,1,2931.2,0.81,Empaques y Desechables MX,2025-11-10 08:00:00
2250,18,1,28.53,23.48,Insumos Generales Toluca,2025-11-10 08:00:00
2251,1,2,30.09,214.68,Café Origen SA,2025-11-10 08:00:00
2252,2,2,325.55,25.98,Lácteos del Valle,2025-11-10 08:00:00
2253,3,2,60.51,47.76,Lácteos del Valle,2025-11-10 08:00:00
2254,4,2,2904.92,0.38,Distribuidora Sabores MX,2025-11-10 08:00:00
2255,5,2,4159.68,0.37,Distribuidora Sabores MX,2025-11-10 08:00:00
2256,6,2,11.9,203.69,Distribuidora Sabores MX,2025-11-10 08:00:00
2257,7,2,135.61,6.09,Insumos Generales Toluca,2025-11-10 08:00:00
2258,8,2,426.61,4.65,Panificadora San José,2025-11-10 08:00:00
2259,9,2,15.71,161.48,Carnes Selectas,2025-11-10 08:00:00
2260,10,2,20.86,174.19,Lácteos del Valle,2025-11-10 08:00:00
2261,11,2,297.96,12.79,Panificadora San José,2025-11-10 08:00:00
2262,12,2,19.23,149.68,Lácteos del Valle,2025-11-10 08:00:00
2263,13,2,443.53,1.87,Insumos Generales Toluca,2025-11-10 08:00:00
2264,14,2,50.08,56.68,Insumos Generales Toluca,2025-11-10 08:00:00
2265,15,2,2741.83,1.22,Empaques y Desechables MX,2025-11-10 08:00:00
2266,16,2,2815.75,1.64,Empaques y Desechables MX,2025-11-10 08:00:00
2267,17,2,3100.56,0.83,Empaques y Desechables MX,2025-11-10 08:00:00
2268,18,2,54.9,22.23,Insumos Generales Toluca,2025-11-10 08:00:00
2269,1,1,22.14,231.53,Café Origen SA,2025-11-17 08:00:00
2270,2,1,329.41,23.79,Lácteos del Valle,2025-11-17 08:00:00
2271,3,1,60.88,49.42,Lácteos del Valle,2025-11-17 08:00:00
2272,4,1,4135.56,0.37,Distribuidora Sabores MX,2025-11-17 08:00:00
2273,5,1,3377.93,0.36,Distribuidora Sabores MX,2025-11-17 08:00:00
2274,6,1,13.02,185.78,Distribuidora Sabores MX,2025-11-17 08:00:00
2275,7,1,169.05,6.6,Insumos Generales Toluca,2025-11-17 08:00:00
2276,8,1,369.85,5.02,Panificadora San José,2025-11-17 08:00:00
2277,9,1,25.58,152.44,Carnes Selectas,2025-11-17 08:00:00
2278,10,1,23.85,176.7,Lácteos del Valle,2025-11-17 08:00:00
2279,11,1,246.61,12.93,Panificadora San José,2025-11-17 08:00:00
2280,12,1,13.38,135.2,Lácteos del Valle,2025-11-17 08:00:00
2281,13,1,463.77,1.95,Insumos Generales Toluca,2025-11-17 08:00:00
2282,14,1,47.72,59.81,Insumos Generales Toluca,2025-11-17 08:00:00
2283,15,1,3333.26,1.32,Empaques y Desechables MX,2025-11-17 08:00:00
2284,16,1,2929.65,1.61,Empaques y Desechables MX,2025-11-17 08:00:00
2285,17,1,3204.63,0.83,Empaques y Desechables MX,2025-11-17 08:00:00
2286,18,1,46.15,23.43,Insumos Generales Toluca,2025-11-17 08:00:00
2287,1,2,24.35,236.83,Café Origen SA,2025-11-17 08:00:00
2288,2,2,269.53,26.02,Lácteos del Valle,2025-11-17 08:00:00
2289,3,2,67.61,47.39,Lácteos del Valle,2025-11-17 08:00:00
2290,4,2,3893.56,0.36,Distribuidora Sabores MX,2025-11-17 08:00:00
2291,5,2,3875.75,0.37,Distribuidora Sabores MX,2025-11-17 08:00:00
2292,6,2,14.07,187.67,Distribuidora Sabores MX,2025-11-17 08:00:00
2293,7,2,224.62,6.42,Insumos Generales Toluca,2025-11-17 08:00:00
2294,8,2,349.54,4.91,Panificadora San José,2025-11-17 08:00:00
2295,9,2,23.02,148.78,Carnes Selectas,2025-11-17 08:00:00
2296,10,2,25.41,159.97,Lácteos del Valle,2025-11-17 08:00:00
2297,11,2,313.16,12.56,Panificadora San José,2025-11-17 08:00:00
2298,12,2,16.62,129.48,Lácteos del Valle,2025-11-17 08:00:00
2299,13,2,490.77,2.04,Insumos Generales Toluca,2025-11-17 08:00:00
2300,14,2,39.83,57.99,Insumos Generales Toluca,2025-11-17 08:00:00
2301,15,2,2790.93,1.27,Empaques y Desechables MX,2025-11-17 08:00:00
2302,16,2,3303.37,1.66,Empaques y Desechables MX,2025-11-17 08:00:00
2303,17,2,2559.36,0.89,Empaques y Desechables MX,2025-11-17 08:00:00
2304,18,2,33.45,23.15,Insumos Generales Toluca,2025-11-17 08:00:00
2305,1,1,23.5,243.08,Café Origen SA,2025-11-24 08:00:00
2306,2,1,329.8,27.0,Lácteos del Valle,2025-11-24 08:00:00
2307,3,1,64.79,49.34,Lácteos del Valle,2025-11-24 08:00:00
2308,4,1,2677.38,0.37,Distribuidora Sabores MX,2025-11-24 08:00:00
2309,5,1,3829.51,0.35,Distribuidora Sabores MX,2025-11-24 08:00:00
2310,6,1,14.06,198.54,Distribuidora Sabores MX,2025-11-24 08:00:00
2311,7,1,227.1,6.45,Insumos Generales Toluca,2025-11-24 08:00:00
2312,8,1,383.58,4.87,Panificadora San José,2025-11-24 08:00:00
2313,9,1,22.6,158.81,Carnes Selectas,2025-11-24 08:00:00
2314,10,1,18.09,160.24,Lácteos del Valle,2025-11-24 08:00:00
2315,11,1,374.22,12.99,Panificadora San José,2025-11-24 08:00:00
2316,12,1,14.58,143.13,Lácteos del Valle,2025-11-24 08:00:00
2317,13,1,582.63,1.99,Insumos Generales Toluca,2025-11-24 08:00:00
2318,14,1,48.16,55.8,Insumos Generales Toluca,2025-11-24 08:00:00
2319,15,1,3066.82,1.3,Empaques y Desechables MX,2025-11-24 08:00:00
2320,16,1,3393.34,1.58,Empaques y Desechables MX,2025-11-24 08:00:00
2321,17,1,3046.25,0.87,Empaques y Desechables MX,2025-11-24 08:00:00
2322,18,1,27.58,22.85,Insumos Generales Toluca,2025-11-24 08:00:00
2323,1,2,30.25,221.66,Café Origen SA,2025-11-24 08:00:00
2324,2,2,289.43,24.6,Lácteos del Valle,2025-11-24 08:00:00
2325,3,2,77.4,50.56,Lácteos del Valle,2025-11-24 08:00:00
2326,4,2,2421.89,0.37,Distribuidora Sabores MX,2025-11-24 08:00:00
2327,5,2,3149.1,0.38,Distribuidora Sabores MX,2025-11-24 08:00:00
2328,6,2,15.38,196.44,Distribuidora Sabores MX,2025-11-24 08:00:00
2329,7,2,219.88,6.65,Insumos Generales Toluca,2025-11-24 08:00:00
2330,8,2,347.06,4.9,Panificadora San José,2025-11-24 08:00:00
2331,9,2,30.81,155.41,Carnes Selectas,2025-11-24 08:00:00
2332,10,2,24.91,168.59,Lácteos del Valle,2025-11-24 08:00:00
2333,11,2,260.83,12.8,Panificadora San José,2025-11-24 08:00:00
2334,12,2,15.18,137.57,Lácteos del Valle,2025-11-24 08:00:00
2335,13,2,480.44,1.92,Insumos Generales Toluca,2025-11-24 08:00:00
2336,14,2,40.76,60.18,Insumos Generales Toluca,2025-11-24 08:00:00
2337,15,2,2551.05,1.42,Empaques y Desechables MX,2025-11-24 08:00:00
2338,16,2,3090.23,1.6,Empaques y Desechables MX,2025-11-24 08:00:00
2339,17,2,2463.31,0.89,Empaques y Desechables MX,2025-11-24 08:00:00
2340,18,2,43.5,23.53,Insumos Generales Toluca,2025-11-24 08:00:00
2341,1,1,26.47,234.74,Café Origen SA,2025-12-01 08:00:00
2342,2,1,393.16,25.07,Lácteos del Valle,2025-12-01 08:00:00
2343,3,1,68.68,48.42,Lácteos del Valle,2025-12-01 08:00:00
2344,4,1,4890.15,0.39,Distribuidora Sabores MX,2025-12-01 08:00:00
2345,5,1,4965.76,0.38,Distribuidora Sabores MX,2025-12-01 08:00:00
2346,6,1,13.62,196.94,Distribuidora Sabores MX,2025-12-01 08:00:00
2347,7,1,217.68,6.69,Insumos Generales Toluca,2025-12-01 08:00:00
2348,8,1,409.85,4.6,Panificadora San José,2025-12-01 08:00:00
2349,9,1,23.12,152.52,Carnes Selectas,2025-12-01 08:00:00
2350,10,1,20.42,176.02,Lácteos del Valle,2025-12-01 08:00:00
2351,11,1,266.76,13.11,Panificadora San José,2025-12-01 08:00:00
2352,12,1,15.54,139.93,Lácteos del Valle,2025-12-01 08:00:00
2353,13,1,519.92,1.98,Insumos Generales Toluca,2025-12-01 08:00:00
2354,14,1,39.92,61.05,Insumos Generales Toluca,2025-12-01 08:00:00
2355,15,1,3437.52,1.33,Empaques y Desechables MX,2025-12-01 08:00:00
2356,16,1,3048.79,1.7,Empaques y Desechables MX,2025-12-01 08:00:00
2357,17,1,2201.43,0.85,Empaques y Desechables MX,2025-12-01 08:00:00
2358,18,1,36.37,24.25,Insumos Generales Toluca,2025-12-01 08:00:00
2359,1,2,21.31,228.4,Café Origen SA,2025-12-01 08:00:00
2360,2,2,308.04,25.47,Lácteos del Valle,2025-12-01 08:00:00
